fullmove_number;turn;san;lan;score;move_count;best_move;best_move_score;best_move_score_diff;best_move_score_diff_category;is_check;is_capture;is_castling;possible_moves_count;is_capture_count;attackers_white;attackers_count_white;threatened_pieces_white;threatened_pieces_count_white;guards_white;guards_count_white;guarded_pieces_white;guarded_pieces_count_white;threatened_guarded_pieces_white;threatened_guarded_pieces_count_white;unopposed_threats_white;unopposed_threats_count_white;attackers_black;attackers_count_black;threatened_pieces_black;threatened_pieces_count_black;guards_black;guards_count_black;guarded_pieces_black;guarded_pieces_count_black;threatened_guarded_pieces_black;threatened_guarded_pieces_count_black;unopposed_threats_black;unopposed_threats_count_black;pawn_ending;rook_ending
19;True;N2f3;Nd2-f3;0;44;N2f3;16;16;0;False;False;False;43;6;b5, f6, b7, b4, e8;5;d5, f3, a4, d4, e4;5;b1, c1, d1, e1, g1, b2, g2, a3, f3, d4, e4;11;c1, d5, e1, d1, g1, b2, f2, g2, a3, f3, h3, a4, d4, e4;14;d5, e4, d4, a4, f3;5;;0;a4, c1, d4;3;b5, h6;2;b5, a6, f6, b7, d7, g7, a8, b4, e8, f8, g8;11;b5, a6, d6, f6, h6, f7, g7, a8, c4, e8, f8;11;h6, b5;2;;0;False;False
19;False;Nc5;Nd7-c5;51;43;Nc5;35;16;0;False;False;False;44;3;b5, c5, f6, b7, b4, e8;6;d5, f3, a4, d4, e4;5;b1, c1, d1, e1, g1, b2, g2, a3, f3, d4, e4;11;c1, d5, e1, d1, g1, b2, f2, g2, a3, f3, h3, a4, d4, e4;14;d5, e4, d4, a4, f3;5;;0;a4, c1, d4;3;b5, h6;2;b5, c5, a6, d6, f6, b7, g7, a8, b4, e8, f8, g8;12;b5, c5, a6, d6, f6, h6, b7, f7, g7, a8, c4, e8, f8;13;h6, b5;2;;0;False;False
20;True;axb5;a4xb5;-38;44;Ree3;34;72;2;False;True;False;45;7;c5, a6, f6, b7, b4, e8;6;b5, d5, f3, d4, e4;5;b1, c1, d1, e1, g1, b2, g2, a3, f3, d4, e4;11;b5, c1, d5, e1, d1, g1, b2, f2, g2, a3, f3, h3, d4, e4;14;d5, b5, e4, d4, f3;5;;0;a3, b5, c1;3;a6, h6;2;c5, d6, f6, b7, g7, a8, b4, e8, f8, g8;10;c5, a6, d6, f6, h6, b7, f7, g7, a8, e8, f8;11;h6, a6;2;;0;False;False
20;False;axb5;a6xb5;0;45;axb5;-2;2;0;False;True;False;48;3;c5, f6, b7, a8, b4, e8;6;d5, a3, f3, d4, e4;5;b1, c1, d1, e1, g1, b2, g2, a3, f3, d4, e4;11;c1, d5, e1, d1, g1, b2, f2, g2, a3, f3, h3, d4, e4;13;d5, e4, d4, f3, a3;5;;0;a3, c1, d4;3;a8, b5, h6;3;b5, c5, d6, f6, b7, g7, a8, e8, f8, g8;10;c5, d6, f6, h6, b7, f7, g7, a8, c4, e8, f8;11;a8, h6;2;b5;1;False;False
21;True;Nxb5;Nd4xb5;-31;48;b3;-19;12;1;False;True;False;52;7;c5, f6, b7, a8, b4, e8;6;d5, b2, a3, f3, e4;5;b1, b5, d1, e1, c1, g1, b2, g2, a3, f3, e4;11;c1, d5, e1, d1, g1, b2, f2, g2, a3, f3, h3, e4;12;d5, e4, f3, a3, b2;5;;0;a3, b5, c1;3;a8, d6, h6;3;c5, d6, f6, b7, g7, a8, e8, f8, g8;9;c5, d6, f6, h6, b7, f7, g7, a8, e8, f8;10;a8, h6, d6;3;;0;False;False
21;False;Rxa3;Ra8xa3;-12;52;Rxa3;25;37;0;False;True;False;39;4;c5, f6, a3, b7, b4, e8;6;b2, d5, e4, f3;4;b1, c1, d1, e1, g1, g2, f3, e4;8;c1, d5, e1, d1, g1, b2, f2, g2, f3, h3, e4;11;d5, e4, f3, b2;4;;0;b5, c1, b2;3;a3, d6, h6;3;c5, d6, f6, g7, e8, f8, g8;7;c5, d6, f6, h6, b7, f7, g7, f8;8;h6, d6;2;a3;1;False;False
22;True;Nxa3;Nb5xa3;-41;39;Nxa3;0;41;2;False;True;False;46;6;c5, f6, b7, b4, e8;5;b2, d5, e4, f3;4;b1, c1, d1, e1, g1, b2, g2, a3, f3, e4;10;b1, c1, d5, e1, d1, g1, b2, f2, g2, a3, f3, h3, e4;13;d5, e4, f3, b2;4;;0;a3, c1;2;c4, h6;2;c5, d6, f6, g7, e8, f8, g8;7;c5, d6, f6, h6, b7, f7, g7, f8;8;h6;1;c4;1;False;False
22;False;Ba6;Bb7-a6;60;46;Ba6;31;29;0;False;False;False;35;2;b4, c5, e8, f6;4;b2, d5, e4, f3;4;b1, c1, d1, e1, g1, b2, g2, a3, f3, e4;10;b1, c1, d5, e1, d1, g1, b2, f2, g2, a3, f3, h3, e4;13;d5, e4, f3, b2;4;;0;a3, c1;2;c4, h6;2;c5, a6, d6, f6, g7, b4, e8, f8, g8;9;c5, a6, d6, f6, h6, f7, g7, c4, f8;9;h6, c4;2;;0;False;False
23;True;Re3;Re1-e3;10;35;Re3;5;5;0;False;False;False;43;5;b4, c5, e8, f6;4;b2, d5, e4, f3;4;b1, c1, d1, g1, b2, f2, g2, a3, e3, f3, e4;11;b1, c1, d5, g1, b2, f2, g2, a3, e3, f3, h3, e4;12;d5, e4, f3, b2;4;;0;a3;1;c4;1;c5, a6, d6, f6, g7, b4, e8, f8, g8;9;c5, a6, d6, f6, h6, f7, g7, c4, f8;9;c4;1;;0;False;False
23;False;Rb8;Re8-b8;34;43;Rb8;30;4;0;False;False;False;36;1;b4, c5, f6;3;b2, d5, e4, f3;4;b1, c1, d1, g1, b2, f2, g2, a3, e3, f3, e4;11;b1, c1, d5, g1, b2, f2, g2, a3, e3, f3, h3, e4;12;d5, e4, f3, b2;4;;0;a3;1;c4;1;c5, a6, d6, f6, g7, b4, b8, f8, g8;9;c5, a6, d6, f6, h6, f7, g7, b4, c4, f8;10;c4;1;;0;False;False
24;True;e5;e4-e5;-57;36;Kh2;0;57;2;False;False;False;39;4;b4, d6, f6;3;d5, e5, f3;3;c1, d1, g1, b2, f2, g2, a3, e3, f3;9;b1, c1, d5, e5, g1, b2, f2, g2, a3, e3, f3, h3;12;e5, d5, f3;3;;0;a3, e5;2;c4, d6, f6;3;c5, a6, d6, f6, g7, b4, b8, f8, g8;9;c5, a6, d6, f6, h6, f7, g7, b4, c4, f8;10;f6, d6, c4;3;;0;False;False
24;False;dxe5;d6xe5;-19;39;dxe5;-30;11;0;False;True;False;42;3;b4, f6;2;d5, f3;2;c1, d1, g1, b2, f2, g2, a3, e3, f3;9;b1, c1, d5, g1, b2, f2, g2, a3, e3, f3, h3;11;d5, f3;2;;0;a3, e3, f3;3;c4, e5;2;c5, a6, f6, g7, b4, b8, f8, g8;8;c5, e5, a6, f6, h6, f7, g7, b4, c4, f8;10;e5, c4;2;;0;False;False
25;True;Nxe5;Nf3xe5;-37;42;Nxe5;-52;15;0;False;True;False;43;3;b4, f6;2;d5, e5, f2;3;c1, d1, g1, b2, f2, g2, a3, e3;8;b1, c1, d5, e5, g1, b2, f2, g2, a3, e3, h3;11;e5, d5, f2;3;;0;a3, e5;2;c4, f7;2;c5, a6, f6, g7, b4, b8, f8, g8;8;c5, a6, f6, h6, f7, g7, b4, c4, f8;9;f7, c4;2;;0;False;False
25;False;Nbd3;Nb4-d3;105;43;Ncd3;-18;123;3;False;False;False;43;7;b8, d3, f6;3;b2, c1, e5, f2;4;c1, d1, g1, b2, f2, g2, a3, e3;8;b1, c1, e5, g1, b2, f2, g2, a3, e3, h3;10;e5, f2, b2, c1;4;;0;b1, d1, e5, a3, e3;5;c4, d3, f7;3;c5, a6, f6, d3, g7, b8, c4, f8, g8;9;c5, a6, f6, h6, d3, f7, g7, c4, f8;9;f7, c4, d3;3;;0;False;False
26;True;Ng4;Ne5-g4;-103;43;Qc2;63;166;3;False;False;False;51;6;b8, d3, f6;3;b2, c1, f2;3;c1, d1, g1, b2, f2, g2, a3, e3, h3, g4;10;b1, c1, g1, b2, f2, g2, a3, e3, h3, g4;10;f2, b2, c1;3;;0;b1, d1, a3, e3, g4;5;c4, d3, f6, h6;4;c5, a6, f6, d3, g7, b8, c4, f8, g8;9;c5, a6, f6, h6, d3, f7, g7, c4, f8;9;h6, f6, c4, d3;4;;0;False;False
26;False;Qb6;Qf6-b6;-38;51;Qf5;0;38;1;False;False;False;40;5;b6, d3;2;b2, c1, f2;3;c1, d1, g1, b2, f2, g2, a3, e3, h3, g4;10;b1, c1, g1, b2, f2, g2, a3, e3, h3, g4;10;f2, b2, c1;3;;0;b1, d1, a3, e3, g4;5;c4, d3, h6;3;c5, a6, b6, d3, g7, b8, c4, f8, g8;9;c5, a6, b6, h6, d3, f7, g7, b8, c4, f8;10;h6, c4, d3;3;;0;False;False
27;True;Rg3;Re3-g3;-62;40;Rg3;-9;53;2;False;False;False;45;4;b6, d3;2;b2, c1, f2;3;c1, d1, g1, b2, f2, g2, a3, g3, h3, g4;10;b1, c1, g1, b2, f2, g2, a3, g3, h3, g4;10;f2, b2, c1;3;;0;b1, c1, d1, a3, g3, g4;6;c4, d3, h6;3;c5, a6, b6, d3, g7, b8, c4, f8, g8;9;c5, a6, b6, h6, d3, f7, g7, b8, c4, f8;10;h6, c4, d3;3;;0;False;False
27;False;g6;g7-g6;-4;45;g6;-40;36;0;False;False;False;37;6;b6, d3;2;b2, c1, f2;3;c1, d1, g1, b2, f2, g2, a3, g3, h3, g4;10;b1, c1, g1, b2, f2, g2, a3, g3, h3, g4;10;f2, b2, c1;3;;0;b1, c1, d1, a3, g3, g4;6;c4, d3, h6;3;c5, a6, b6, d3, f7, b8, c4, f8, g8;9;c5, a6, b6, g6, h6, d3, f7, b8, c4, f8;10;h6, c4, d3;3;;0;False;False
28;True;Bxh6;Bc1xh6;-158;37;Bxd3;-69;89;2;False;True;False;44;4;b6, d3, f8;3;b2, f2, h6;3;d1, g1, b2, f2, g2, a3, g3, h3, g4;9;b1, g1, f2, g2, h6, a3, g3, h3, g4;9;h6, f2;2;b2;1;b1, d1, h6, a3, g3;5;c4, d3, f8;3;c5, a6, b6, d3, f7, b8, c4, f8, g8;9;c5, a6, b6, g6, d3, f7, b8, c4, f8;9;f8, c4, d3;3;;0;False;False
28;False;Qxb2;Qb6xb2;-113;44;Qxb2;-234;121;3;False;True;False;37;5;b2, d3, f8;3;a3, b1, f2, h6;4;d1, g1, f2, g2, a3, g3, h3, g4;8;b1, g1, f2, g2, h6, g3, h3, g4;8;h6, f2, b1;3;a3;1;b1, d1, h6, a3, g3;5;c4, d3, f8;3;c5, a6, b2, d3, f7, b8, c4, f8, g8;9;c5, a6, b2, g6, d3, f7, b8, c4, f8;9;f8, c4, d3;3;;0;False;False
29;True;Qf3;Qd1-f3;-189;37;Qd2;-180;9;1;False;False;False;54;5;b2, d3, f8;3;a3, b1, f2, h6;4;g1, f2, g2, a3, f3, g3, h3, g4;8;b1, d5, f2, g2, h6, f3, g3, h3, g4;9;h6, f2, b1;3;a3;1;a3, b1, f3, h6;4;d3, c4, f7, f8;4;c5, a6, b2, d3, f7, b8, c4, f8, g8;9;c5, a6, b2, g6, d3, f7, b8, c4, f8;9;f8, f7, c4, d3;4;;0;False;False
29;False;Nd7;Nc5-d7;-126;54;Rb6;-149;23;1;False;False;False;31;5;b2, d3, f8;3;a3, b1, f2, h6;4;g1, f2, g2, a3, f3, g3, h3, g4;8;b1, d5, f2, g2, h6, f3, g3, h3, g4;9;h6, f2, b1;3;a3;1;a3, b1, f3, h6;4;d3, c4, f7, f8;4;a6, b2, d7, d3, f7, b8, c4, g8;8;b2, g6, d3, f7, b8, c4, f8;7;f8, f7, c4, d3;4;;0;False;False
30;True;Bxf8;Bh6xf8;-106;31;Bxf8;0;106;3;False;True;False;52;7;b2, d3, d7, b8, g8;5;a3, b1, f2, f8;4;g1, f2, g2, a3, f3, g3, h3, f8, g4;9;b1, d5, f2, g2, a3, f3, g3, h3, g4;9;a3, f2, b1;3;f8;1;a3, b1, f3;3;c4, d3, f7;3;a6, b2, d7, d3, f7, b8, c4, g8;8;b2, g6, d3, f7, b8, c4;6;f7, c4, d3;3;;0;False;False
30;False;Kxf8;Kg8xf8;0;52;Kxf8;-24;24;0;False;True;False;25;4;b2, d3;2;a3, b1, f2;3;g1, f2, g2, a3, f3, g3, h3, g4;8;b1, d5, f2, g2, f3, g3, h3, g4;8;f2, b1;2;a3;1;a3, b1, f3;3;c4, d3, f7;3;a6, b2, d7, d3, f7, b8, c4, f8;8;b2, g6, d3, f7, b8, c4, f8;7;f7, c4, d3;3;;0;False;False
31;True;Kh2;Kg1-h2;-66;25;Kh2;-82;16;0;False;False;False;51;4;b2, d3;2;a3, b1, f2;3;f2, g2, h2, a3, f3, g3, h3, g4;8;b1, d5, f2, g2, h2, f3, g3, h3, g4;9;f2, b1;2;a3;1;a3, b1, f3;3;c4, d3, f7;3;a6, b2, d7, d3, f7, b8, c4, f8;8;b2, g6, d3, f7, b8, c4, f8;7;f7, c4, d3;3;;0;False;False
31;False;Rb3;Rb8-b3;12;51;Rb6;3;9;1;False;False;False;23;4;b2, d3, b3;3;a3, b1, f2;3;f2, g2, h2, a3, f3, g3, h3, g4;8;b1, d5, f2, g2, h2, f3, g3, h3, g4;9;f2, b1;2;a3;1;a3, b1, f3;3;c4, d3, f7;3;a6, b2, b3, d7, d3, f7, c4, f8;8;b2, g6, b3, d3, f7, c4, f8;7;f7, c4, d3;3;;0;False;False
32;True;Bxd3;Bb1xd3;19;23;Bxd3;29;10;0;False;True;False;40;5;b3, c4, b2;3;a3, d3, f2;3;f2, g2, h2, f3, g3, h3, g4;7;d5, f2, g2, h2, d3, f3, g3, h3, g4;9;d3, f2;2;a3;1;a3, d3, f3;3;c4, f7, g6;3;a6, b2, b3, d7, f7, c4, f8;7;b2, g6, b3, f7, c4, f8;6;f7, g6, c4;3;;0;False;False
32;False;cxd3;c4xd3;72;40;Rxd3;55;17;1;False;True;False;21;2;b2, b3;2;a3, f2;2;f2, g2, h2, f3, g3, h3, g4;7;d5, f2, g2, h2, f3, g3, h3, g4;8;f2;1;a3;1;f3;1;d3, f7;2;a6, b2, b3, d7, f7, f8;6;b2, g6, b3, d3, f7, f8;6;f7, d3;2;;0;False;False
33;True;Qf4;Qf3-f4;112;21;Qf4;74;38;0;False;False;False;39;3;b2, b3;2;a3, f2;2;f2, g2, h2, g3, h3, f4, g4;7;f2, g2, h2, g3, h3, g4;6;f2;1;a3;1;f4, g3;2;d3, f7;2;a6, b2, b3, d7, f7, f8;6;b2, g6, b3, d3, f7, f8;6;f7, d3;2;;0;False;False
33;False;Qxa3;Qb2xa3;857;39;d2;133;724;4;False;True;False;30;2;;0;;0;f2, g2, h2, g3, h3, f4, g4;7;f2, g2, h2, g3, h3, g4;6;;0;;0;f4, g3;2;d3, f7;2;a6, a3, b3, d7, f7, f8;6;a6, g6, a3, b3, d3, f7, f8;7;f7, d3;2;;0;False;False
34;True;Nh6;Ng4-h6;957;30;Nh6;1007;50;2;False;False;False;34;0;;0;;0;f2, g2, h2, g3, f4;5;f2, g2, h6, g3, h3;5;;0;;0;f4, g3, h6;3;d3, f7, g6;3;a6, a3, b3, d7, f7, f8;6;a6, g6, a3, b3, d3, f7, f8;7;f7, g6, d3;3;;0;False;False
34;False;Qe7;Qa3-e7;1118;34;Qe7;976;142;3;False;False;False;34;4;;0;;0;f2, g2, h2, g3, f4;5;f2, g2, h6, g3, h3;5;;0;;0;f4, g3, h6;3;d3, f7, g6;3;a6, b3, d7, e7, f7, f8;6;g6, d7, e7, f7, d3, f8;6;f7, g6, d3;3;;0;False;False
35;True;Rxg6;Rg3xg6;1066;34;Rxg6;1116;50;2;False;True;False;37;0;f7;1;g6;1;h2, f4, g6, g2;4;f2, g2, h2, h6, h3;5;;0;g6;1;f4, g6, h6;3;a6, f7;2;a6, b3, d7, e7, f8;5;d3, d7, f7, e7, f8;5;f7;1;a6;1;False;False
35;False;Qe5;Qe7-e5;1119;37;Ke8;1035;84;2;False;False;False;25;3;e5, f7;2;d5, f4, g6;3;h2, f4, g6, g2;4;f2, g2, h2, h6, h3;5;;0;d5, f4, g6;3;f4, g6, h6;3;a6, e5, f7;3;a6, b3, d7, f8;4;d3, f7, e5, f8;4;f7, e5;2;a6;1;False;False
36;True;Rg8+;Rg6-g8+;1143;25;Rg8+;1166;23;0;True;False;False;1;0;e5, f8;2;d5, f4, g8;3;g2, h2, h6, f4, g8;5;f2, g2, h2, h6, h3, g8;6;g8;1;d5, f4;2;f4, g8, h6;3;f7, e5, f8;3;a6, b3, d7, f8;4;d3, f7, e5, f8;4;f8, f7, e5;3;;0;False;False
36;False;Ke7;Kf8-e7;1169;1;-;0;0;-1;False;False;False;25;2;e5;1;d5, f4;2;g2, h2, h6, f4, g8;5;f2, g2, h2, h6, h3, g8;6;;0;d5, f4;2;f4, h6;2;e5, f7;2;e5, a6, b3, d7, e7;5;e5, d3, d7, e7, f7;5;f7, e5;2;;0;False;False
37;True;d6+;d5-d6+;1177;25;d6+;1176;1;0;True;False;False;3;2;e5, e7;2;d6, f4;2;g2, h2, h6, f4, g8;5;f2, g2, h2, h6, h3, g8;6;;0;d6, f4;2;d6, f4, h6;3;e7, f7, e5;3;e5, a6, b3, d7, e7;5;e5, d3, d7, e7, f7;5;f7, e7, e5;3;;0;False;False
37;False;Ke6;Ke7-e6;1101;3;Ke6;1140;39;0;False;False;False;24;2;e5, e6;2;d6, f4;2;g2, h2, h6, f4, g8;5;f2, g2, h2, h6, h3, g8;6;;0;d6, f4;2;f4, h6;2;e5, f7;2;e5, a6, e6, b3, d7, f7;6;e5, e6, d3, d7, f7;5;f7, e5;2;;0;False;False
38;True;Re8+;Rg8-e8+;1132;24;Re8+;1181;49;2;True;False;False;2;1;e5, e6;2;d6, f4;2;f4, g2, h2;3;f2, g2, h2, h6, h3;5;;0;d6, f4;2;e8, f4, h6;3;e6, f7, e5;3;e5, a6, e6, b3, d7, f7;6;e5, e6, d3, d7, f7;5;f7, e6, e5;3;;0;False;False
38;False;Kd5;Ke6-d5;1166;2;Kd5;1161;5;0;False;False;False;23;3;d5, e5;2;d6, e8, f4;3;f4, g2, h2;3;f2, g2, h2, h6, h3;5;;0;d6, e8, f4;3;e8, f4, h6;3;e5, f7;2;d5, e5, a6, b3, d7;5;d3, d5, e5;3;e5;1;f7;1;False;False
39;True;Rxe5+;Re8xe5+;1164;23;Rxe5+;1174;10;0;True;True;False;3;2;d7, d5;2;d6, e5;2;f4, g2, h2;3;e5, f2, g2, h2, h6, h3;6;e5;1;d6;1;e5, f4, h6;3;d5, f7;2;a6, b3;2;d3;1;;0;d5, f7;2;False;False
39;False;Nxe5;Nd7xe5;1171;3;Nxe5;1171;0;0;False;True;False;29;3;d5;1;d6;1;f4, g2, h2;3;f2, g2, h2, h6, h3;5;;0;d6;1;f4, h6;2;e5, f7;2;a6, b3, d5, e5;4;d3, e5, f7;3;f7, e5;2;;0;False;False
40;True;d7;d6-d7;1173;29;d7;1158;15;0;False;False;False;26;1;e5;1;d7;1;f4, g2, h2;3;f2, g2, h2, h6, h3;5;;0;d7;1;f4, h6;2;e5, f7;2;a6, b3, d5, e5;4;d3, e5, f7;3;f7, e5;2;;0;False;False
40;False;Rb8;Rb3-b8;1179;26;Rb8;1182;3;0;False;False;False;32;3;e5;1;d7;1;f4, g2, h2;3;f2, g2, h2, h6, h3;5;;0;d7;1;f4, h6;2;e5, f7;2;a6, d5, e5;3;d3, e5, f7;3;f7, e5;2;;0;False;False
41;True;Nxf7;Nh6xf7;1150;32;Nxf7;1173;23;0;False;True;False;29;2;e5;1;d7, f7;2;f4, g2, h2;3;f2, g2, h2, f7, h3;5;f7;1;d7;1;f7, f4;2;e5;1;a6, d5, e5;3;d3, e5;2;e5;1;;0;False;False
